,nfail,R0,amplitude,gamma,mu,sigma,rho,psi,S_0,E_0,I_0,R_0
-3405.176681896947,0,31.3249,0.388362,73.05,0.000646983,45.66,0.4598709,0.1462546,0.03399189,0.000233633,4.22e-7,0.9657741
-3507.3372344481763,0,29.444126566828615,0.3841960180931324,73.04999999999396,0.0008485776831839113,45.65999999999638,0.38479875311013817,0.1470559459172795,0.03163405173070952,0.0010074890144093622,7.282073664285091e-7,0.9673577310475147
-3563.986798157182,0,25.754883456135918,0.3382460390144072,73.04999999999337,0.00048240660498413007,45.65999999999684,0.5085949580966146,0.15134174639569528,0.008671141013788169,0.0003914528629709136,2.804748373040124e-7,0.9909371256484036
-3894.6843586496593,1,25.781014793085944,0.36310952681531417,73.04999999999345,0.0004704774960565816,45.65999999999626,0.502772089128443,0.17872119806344877,0.0048885247141168585,0.000057064391470236884,1.1381102435222286e-7,0.9950542970833884
-3782.8328803636136,0,26.999489764682423,0.42582786415368723,73.0499999999937,0.0005358608748744307,45.659999999995954,0.478148310198347,0.24803308269407456,0.02648873463300742,0.00006087868797912354,3.2443715762074817e-7,0.9734500622418559
,,28.387466794899183,0.37240042725507805,73.04999999999325,0.0012444764341996044,45.6599999999963,0.4641005028317968,0.1773681706914767,0.018839633539004388,0.000033272865048078704,3.5328945726161e-7,0.9811267403064903
